Iteration,Time,Skew_327125E,Elapsed_327125E,Skew_33559CF,Elapsed_33559CF,Skew_329089E,Elapsed_329089E,Last_PPS_327125E,Last_PPS_33559CF,Last_PPS_329089E,Anomaly_327125E,Anomaly_33559CF,Anomaly_329089E
0,1739831859.3941104,0.9120383331756594,5.355999708175659,0.8558932625427245,3.5349745750427246,0.8293444786834717,1.7580535411834717,3.721023125,1.7209569999999998,0.9205729375,None,None,None
1,1739831859.4963102,0.9121306326904293,5.45753288269043,0.8560334560546874,3.6366424560546875,0.8294656612396241,1.859851598739624,3.721023125,1.7209569999999998,0.9205729375,None,None,None
2,1739831859.5985606,0.9121395321960453,5.559802532196045,0.8560187101898196,3.7388970851898193,0.8294624525146483,1.9621028900146484,4.6168278125,2.8517289375,1.101160625,None,None,None
3,1739831859.7007422,0.9121276121978763,5.661998987197876,0.8560173249359133,3.841092824935913,0.8294639352722168,2.064300060272217,4.6168278125,2.8517289375,1.101160625,None,None,None
4,1739831859.8029454,0.912135068206787,5.764237880706787,0.8560071146087647,3.9433209896087646,0.8294607111663819,2.166524648666382,4.6168278125,2.8517289375,1.101160625,None,None,None
5,1739831859.905068,0.9121346657714842,5.866390228271484,0.8560143299865723,4.045481204986572,0.8294622204742432,2.268686532974243,4.6168278125,2.8517289375,1.101160625,None,None,None
6,1739831860.0072315,0.9121265500640865,5.968477487564087,0.8560105824890138,4.147563457489014,0.8294579823608399,2.37076473236084,4.6168278125,2.8517289375,1.101160625,None,None,None
7,1739831860.1094568,0.9121372694549557,6.070732831954956,0.8560138619842528,4.249821424484253,0.829454752670288,2.473020315170288,4.6168278125,2.8517289375,1.101160625,None,None,None
8,1739831860.211611,0.912133200897217,6.172942638397217,0.8560180965423583,4.352035284042358,0.8294625657043457,2.5752415657043457,4.6168278125,2.8517289375,1.101160625,None,None,None
9,1739831860.3136866,0.9121235432586667,6.275038480758667,0.8559935531158445,4.454105615615845,0.8294444002685548,2.6772899627685547,4.6168278125,2.8517289375,1.101160625,None,None,None
10,1739831860.4158118,0.9121392075042722,6.3771302700042725,0.8559997958374024,4.556204795837402,0.8294291363983155,2.7793776988983154,4.6168278125,2.8517289375,1.101160625,None,None,None
11,1739831860.5179572,0.9121222050170896,6.47922420501709,0.8560109920349124,4.658311367034912,0.8294586187438964,2.8815131187438965,4.6168278125,2.8517289375,1.101160625,None,None,None
12,1739831860.6198025,0.912087466705322,6.581308841705322,0.8559682205657957,4.760345220565796,0.8294199782562255,2.9835031032562256,5.6168278125,3.8517289375,2.101160625,None,None,None
13,1739831860.721835,0.9121151810302734,6.683202743530273,0.8559905127716068,4.8622658252716064,0.8294437580871583,3.085449695587158,5.6168278125,3.8517289375,2.101160625,None,None,None
14,1739831860.8239267,0.9121245615234379,6.7852630615234375,0.8560026498565669,4.964337587356567,0.8294637232513429,3.1875417232513428,5.6168278125,3.8517289375,2.101160625,None,None,None
15,1739831860.9260442,0.9121242914733889,6.887401103973389,0.8559944888305662,5.066468238830566,0.8294503589477538,3.289658546447754,5.6168278125,3.8517289375,2.101160625,None,None,None
16,1739831861.028209,0.9121271929321288,6.989457130432129,0.856026960983276,5.168558835983276,0.8294610968780516,3.3917629718780518,5.6168278125,3.8517289375,2.101160625,None,None,None
17,1739831861.1303391,0.9121221978607181,7.091686010360718,0.8560041587982177,5.270763158798218,0.829442786102295,3.493945598602295,5.6168278125,3.8517289375,2.101160625,None,None,None
18,1739831861.232532,0.9120888455200191,7.1937150955200195,0.8560022535400389,5.372781753540039,0.8294539960632323,3.5959811210632324,5.6168278125,3.8517289375,2.101160625,None,None,None
19,1739831861.3349311,0.9121638798217777,7.296042442321777,0.8560450200805665,5.475159645080566,0.8295370263977051,3.698437213897705,5.6168278125,3.8517289375,2.101160625,None,None,None
20,1739831861.4372687,0.9121611515350345,7.398327589035034,0.8560411761779783,5.5774407386779785,0.8295246319732668,3.8007051944732666,5.6168278125,3.8517289375,2.101160625,None,None,None
21,1739831861.5395954,0.9121581219635013,7.500774621963501,0.8560286122589114,5.679875612258911,0.8295183066711425,3.9031338691711426,5.6168278125,3.8517289375,2.101160625,None,None,None
