Iteration,Time,Skew_327125E,Elapsed_327125E,Skew_33559CF,Elapsed_33559CF,Skew_329089E,Elapsed_329089E,Last_PPS_327125E,Last_PPS_33559CF,Last_PPS_329089E,Anomaly_327125E,Anomaly_33559CF,Anomaly_329089E
0,1739913532.2663155,0.9106948822326659,5.383028507232666,0.8614952468109132,3.558622121810913,0.8432208063201905,1.7744643688201904,3.99806825,1.9876471875,0.0,None,None,None
1,1739913532.7692113,0.9107580660400387,5.885477066040039,0.8615972237701417,4.061172723770142,0.8432937459564209,2.277099370956421,4.8043226875,3.0287844375,1.262638875,None,None,None
2,1739913533.2720084,0.9106562707214358,6.3884501457214355,0.8615578603515623,4.5641021728515625,0.8432272435455324,2.7799570560455322,4.8043226875,3.0287844375,1.262638875,None,None,None
3,1739913533.7749352,0.9107518845367428,6.891367197036743,0.8615601339111327,5.067018508911133,0.8432571736602785,3.2829010486602783,5.8043226875,4.0287844375,2.262638875,None,None,None
4,1739913534.2774565,0.9107109334259036,7.394137620925903,0.8615298732910155,5.569766998291016,0.8431462704467774,3.7855443954467773,5.8043226875,4.0287844375,2.262638875,None,None,None
5,1739913534.7803025,0.9107449523315427,7.896754264831543,0.8616018576660158,6.072452545166016,0.8432279814758301,4.28831148147583,6.8043226875,5.0287844375,3.262638875,None,None,None
6,1739913535.2829149,0.910686478057861,8.399525165557861,0.8615578408508302,6.57517671585083,0.8432043821868898,4.79100775718689,6.8043226875,5.0287844375,3.262638875,None,None,None
7,1739913535.7853625,0.9106989859771728,8.902122735977173,0.8614897491149902,7.07770299911499,0.8431426512603757,5.293468713760376,7.8043226875,6.0287844375,4.262638875,None,None,None
8,1739913536.287209,0.9105666490173334,9.404569149017334,0.8614309195251462,7.5800604820251465,0.8431354153137205,5.795792102813721,7.8043226875,6.0287844375,4.262638875,None,None,None
9,1739913536.7901065,0.9107426482238772,9.906548023223877,0.8615506849365238,8.082189559936523,0.8432702127075196,6.2980852127075195,8.804322687500001,7.0287844375,5.262638875,None,None,None
10,1739913537.2918935,0.9105655022125241,10.409258127212524,0.8614145255126955,8.584733963012695,0.8431298849182127,6.800459384918213,8.804322687500001,7.0287844375,5.262638875,None,None,None
11,1739913537.7949438,0.9107327474365228,10.911291122436523,0.8615754684600834,9.086961030960083,0.8432735399627687,7.3028647899627686,9.804322687500001,8.0287844375,6.262638875,None,None,None
12,1739913538.2966657,0.910572507980346,11.414028882980347,0.8614269939422599,9.58951449394226,0.8431305871734622,7.805238962173462,9.804322687500001,8.0287844375,6.262638875,None,None,None
13,1739913538.799502,0.9106743170928961,11.916016817092896,0.8615386716918945,10.091633796691895,0.8432559290924075,8.307514429092407,10.804322687500001,9.0287844375,7.262638875,None,None,None
14,1739913539.3023126,0.9106802553405764,12.418696880340576,0.861561388504029,10.594363451004028,0.8432887305755612,8.810275793075562,10.804322687500001,9.0287844375,7.262638875,None,None,None
15,1739913539.805152,0.910717816055298,12.921684503555298,0.8615401726531982,11.097311735153198,0.84325710597229,9.31319260597229,11.804322687500001,10.0287844375,8.262638875,None,None,None
16,1739913540.3078842,0.9106290831603996,13.4242844581604,0.8615676031036372,11.599944353103638,0.8432731562347406,9.815843343734741,11.804322687500001,10.0287844375,8.262638875,None,None,None
17,1739913540.809515,0.9105661208496088,13.92696762084961,0.8614063899536131,12.102429389953613,0.8431197012329097,10.31813907623291,12.804322687500001,11.0287844375,9.262638875,None,None,None
18,1739913541.3125327,0.9106817406463623,14.428864240646362,0.8615891511688236,12.604544401168823,0.8433138766326902,10.82048487663269,12.804322687500001,11.0287844375,9.262638875,None,None,None
19,1739913541.8149824,0.9106897608032227,14.931740760803223,0.8614874360809335,13.107317686080933,0.8432031163940437,11.323145866394043,13.804322687500001,12.0287844375,10.262638875,None,None,None
20,1739913542.3176148,0.9107158410034177,15.434321403503418,0.8615107563018807,13.60992169380188,0.8431919370117189,11.825736999511719,13.804322687500001,12.0287844375,10.262638875,None,None,None
21,1739913542.8203263,0.9107217532653813,15.93686819076538,0.8615340174102784,14.112490892410278,0.8432338936157233,12.328347206115723,14.804322687500001,13.0287844375,11.262638875,None,None,None
22,1739913543.3227785,0.9107003568420406,16.43951654434204,0.8615146631164556,14.615124225616455,0.8431907998962398,12.83093786239624,14.804322687500001,13.0287844375,11.262638875,None,None,None
23,1739913543.825449,0.9107450324859627,16.942079782485962,0.8615242227478035,15.117696285247803,0.8432065025024418,13.333527565002441,15.804322687500001,14.0287844375,12.262638875,None,None,None
24,1739913544.3280818,0.9107134225921634,17.444669485092163,0.8615457927703858,15.620306730270386,0.8432279145812984,13.836155414581299,15.804322687500001,14.0287844375,12.262638875,None,None,None
25,1739913544.830661,0.9107128242950431,17.947333574295044,0.8615104063262944,16.122931718826294,0.8432015566864006,14.338755369186401,16.8043226875,15.0287844375,13.262638875,None,None,None
26,1739913545.3333404,0.9107137345886223,18.450019359588623,0.8615127008056636,16.625619888305664,0.8431909927368171,14.841431617736816,16.8043226875,15.0287844375,13.262638875,None,None,None
27,1739913545.8351097,0.9106577536926252,18.952629566192627,0.8613955136108409,17.12808895111084,0.8431208666229253,15.343796491622925,17.8043226875,16.0287844375,14.262638875,None,None,None
28,1739913546.337556,0.9107215110321043,19.454344511032104,0.8615061673431406,17.62993597984314,0.8432088360748295,15.845764398574829,17.8043226875,16.0287844375,14.262638875,None,None,None
29,1739913546.8402896,0.9106907801361075,19.95695471763611,0.8615273316192642,18.132567644119263,0.8432155370941157,16.348405599594116,18.8043226875,17.0287844375,15.262638875,None,None,None
30,1739913547.3433814,0.9106887295532218,20.459572792053223,0.8615932742614731,18.635255336761475,0.8433187079925553,16.851197957992554,18.8043226875,17.0287844375,15.262638875,None,None,None
31,1739913547.845848,0.9106581794433595,20.96255111694336,0.8615153333587635,19.138145208358765,0.8432358649139395,17.35399317741394,19.8043226875,18.0287844375,16.262638875,None,None,None
32,1739913548.3485825,0.9106524728698737,21.464972972869873,0.8615710531158456,19.640629053115845,0.8433017050933849,17.856550455093384,19.8043226875,18.0287844375,16.262638875,None,None,None
